StartNode,Relationship,EndNode,Id
davisgloria,GETS,378e#davisgloria,36797
2671,GIVES,2671e#ghall,36798
howardjeanne,PRESENTS,581,36799
598,GIVES,598e#martinlauren,36800
2177,GIVES,2177e#holly75,36801
elizabeth35,GOES_TO,397,36802
grimeskrista,FOLLOWS,douglasjeremiah,36803
krivera,FOLLOWS,marcusrogers,36804
2685,GIVES,2685e#baileytyler,36805
1125,GIVES,1125e#kurtday,36806
792,GIVES,792e#amyperez,36807
barbarasmith,FOLLOWS,gscott,36808
lunawilliam,FOLLOWS,xbarber,36809
162,GIVES,162e#jmarshall,36810
michaellloyd,GETS,1443e#michaellloyd,36811
gwilliams,GOES_TO,1193,36812
2959,GIVES,2959e#oguerra,36813
mbutler,GETS,2526e#mbutler,36814
1351,GIVES,1351e#spencerorozco,36815
2546,GIVES,2546e#yjimenez,36816
gilmoremichael,PRESENTS,2109,36817
bpatrick,GETS,170e#bpatrick,36818
graytom,GOES_TO,1322,36819
rebecca73,FOLLOWS,tylerheather,36820
martinezdonna,GOES_TO,398,36821
colemanjohn,GOES_TO,152,36822
lopezmark,GETS,818e#lopezmark,36823
214,GIVES,214e#kathleensimmons,36824
floresmorgan,GOES_TO,1496,36825
jtucker,GETS,441e#jtucker,36826
roberthuffman,GETS,2136e#roberthuffman,36827
heatherdixon,GETS,445e#heatherdixon,36828
george95,GOES_TO,2274,36829
wilsondavid,GOES_TO,324,36830
lisagibson,GETS,1560e#lisagibson,36831
perrykyle,FOLLOWS,neallaura,36832
glopez,FOLLOWS,orodriguez,36833
2300,IN_TYPE,Talk,36834
williamwebb,GETS,707e#williamwebb,36835
ramirezleslie,GOES_TO,2172,36836
amyboyd,GETS,2717e#amyboyd,36837
michaelwaller,GETS,405e#michaelwaller,36838
2861,GIVES,2861e#dannymoyer,36839
mckinneystacey,GETS,2125e#mckinneystacey,36840
thompsonkelly,GETS,2803e#thompsonkelly,36841
kimberlygarner,GETS,970e#kimberlygarner,36842
358,GIVES,358e#afuller,36843
colinhodge,GETS,583e#colinhodge,36844
jking,GETS,2042e#jking,36845
dmendoza,GOES_TO,2675,36846
nancy21,GETS,2252e#nancy21,36847
stevenharper,GOES_TO,843,36848
587,GIVES,587e#wrightlaura,36849
kenneth54,GOES_TO,1668,36850
patriciaowens,PRESENTS,2605,36851
stephaniegarcia,GETS,455e#stephaniegarcia,36852
diana51,GOES_TO,1317,36853
2541,GIVES,2541e#annetteyoung,36854
loretta80,GETS,302e#loretta80,36855
laura15,GOES_TO,767,36856
2115,GIVES,2115e#erik05,36857
jeffreyjackson,GOES_TO,1263,36858
1497,GIVES,1497e#rossjason,36859
terickson,PRESENTS,727,36860
1456,GIVES,1456e#brettlandry,36861
palmervanessa,GOES_TO,1088,36862
benjaminhill,GETS,2691e#benjaminhill,36863
2156,GIVES,2156e#leonardcynthia,36864
1667q5,ASKED_IN,1667,36865
1509,GIVES,1509e#melinda39,36866
1790,GIVES,1790e#brownmary,36867
222,GIVES,222e#kristen19,36868
637,GIVES,637e#andrea09,36869
214,GIVES,214e#anthony56,36870
shawn35,PRESENTS,1824,36871
laurenvasquez,GOES_TO,2319,36872
oscar94,GETS,2497e#oscar94,36873
312q3,ASKED_IN,312,36874
josephfox,GETS,2290e#josephfox,36875
katherinemooney,GOES_TO,2161,36876
2882,GIVES,2882e#marvinjohnson,36877
camposalyssa,GOES_TO,182,36878
2338,GIVES,2338e#vvargas,36879
ricardomcclure,FOLLOWS,upayne,36880
jeffrey84,FOLLOWS,ewilliams,36881
814,GIVES,814e#michelle54,36882
1172,GIVES,1172e#sanchezwilliam,36883
626,GIVES,626e#aharris,36884
1186,IN_TYPE,Roundtable,36885
1326,GIVES,1326e#hayeswilliam,36886
1603,GIVES,1603e#jessicashaw,36887
mary90,GOES_TO,2671,36888
scottnancy,GETS,1645e#scottnancy,36889
davislynn,GOES_TO,2067,36890
charles60,GOES_TO,1058,36891
justin98,GETS,2454e#justin98,36892
crystalgonzalez,HOSTS,1743,36893
kimberlyflores,GOES_TO,99,36894
curtis63,GETS,2792e#curtis63,36895
thomasrichard,HOSTS,791,36896
oboyd,FOLLOWS,steven65,36897
courtney13,PRESENTS,395,36898
james38,GETS,1818e#james38,36899
jareddavis,GETS,383e#jareddavis,36900
314,GIVES,314e#stacy58,36901
ithomas,GOES_TO,2583,36902
2034,IN_TYPE,Workshop,36903
1353,GIVES,1353e#ztran,36904
2547,GIVES,2547e#dana66,36905
770,GIVES,770e#batesjoshua,36906
2043q2,ASKED_IN,2043,36907
66,GIVES,66e#smithbarbara,36908
angelasmith,GETS,1898e#angelasmith,36909
carrollpatrick,FOLLOWS,georgejason,36910
hamptonolivia,GETS,688e#hamptonolivia,36911
jacobwashington,PRESENTS,1727,36912
jhamilton,GOES_TO,1189,36913
75,GIVES,75e#ifrench,36914
gonzalezmelinda,GETS,968e#gonzalezmelinda,36915
utran,GETS,2217e#utran,36916
zmorrison,HOSTS,2839,36917
607,GIVES,607e#bharrington,36918
cbrown,GOES_TO,1012,36919
2912,GIVES,2912e#harrisvirginia,36920
rodgersmichael,GETS,1970e#rodgersmichael,36921
taylorchristine,GETS,1340e#taylorchristine,36922
rebeccadavis,GETS,271e#rebeccadavis,36923
sandramitchell,GOES_TO,79,36924
qgibson,PRESENTS,1302,36925
670,IN_TYPE,Talk,36926
paigemartinez,GETS,2330e#paigemartinez,36927
58,GIVES,58e#ashley50,36928
katherinehatfield,GOES_TO,671,36929
570,GIVES,570e#robinsoncrystal,36930
2084,GIVES,2084e#annetteallen,36931
707,GIVES,707e#radams,36932
1089,GIVES,1089e#yperez,36933
489,GIVES,489e#johnstuart,36934
devinford,GOES_TO,2815,36935
traviswest,GETS,1924e#traviswest,36936
1627,GIVES,1627e#jbrown,36937
219,GIVES,219e#opennington,36938
barbara81,FOLLOWS,mcain,36939
xjones,FOLLOWS,hurleybrian,36940
perezmatthew,FOLLOWS,melissa35,36941
741,GIVES,741e#joshuamiller,36942
brittany01,GOES_TO,1628,36943
dominic03,GETS,1771e#dominic03,36944
1254,GIVES,1254e#jhogan,36945
mpetty,GETS,1377e#mpetty,36946
501,GIVES,501e#nicole94,36947
andrew42,GOES_TO,970,36948
andrewjones,GOES_TO,2610,36949
1549,GIVES,1549e#normanchristina,36950
josephsmith,FOLLOWS,roy91,36951
clarkantonio,FOLLOWS,pettyedward,36952
jennifergriffin,GETS,2785e#jennifergriffin,36953
ythomas,GETS,2001e#ythomas,36954
ubenton,GETS,2825e#ubenton,36955
gregory12,GOES_TO,2265,36956
marymoss,GOES_TO,1719,36957
james38,GETS,957e#james38,36958
2153,GIVES,2153e#janicenguyen,36959
eric96,GOES_TO,627,36960
frederick02,GETS,2325e#frederick02,36961
931,GIVES,931e#rodgersmichael,36962
1635,GIVES,1635e#hmiller,36963
1125,GIVES,1125e#daniel02,36964
895,IN_TYPE,Masterclass,36965
olsongabrielle,FOLLOWS,kellypalmer,36966
timothygray,GETS,310e#timothygray,36967
michaelwaller,GOES_TO,1189,36968
michael47,GOES_TO,2328,36969
968,GIVES,968e#lukecruz,36970
scott63,GETS,146e#scott63,36971
tamaraanderson,GETS,1712e#tamaraanderson,36972
murraymatthew,FOLLOWS,gtanner,36973
2016,GIVES,2016e#pbrown,36974
1127,GIVES,1127e#larrypetersen,36975
2253,GIVES,2253e#taylorjohn,36976
alogan,GOES_TO,1142,36977
julie85,GOES_TO,488,36978
david20,GETS,2186e#david20,36979
william52,PRESENTS,347,36980
uharris,GETS,705e#uharris,36981
anita33,GETS,262e#anita33,36982
bwarner,GOES_TO,1447,36983
1074,GIVES,1074e#mayorebecca,36984
964q1,ASKED_IN,964,36985
abigailperez,PRESENTS,2663,36986
gregorykelly,GETS,1050e#gregorykelly,36987
ddominguez,GETS,1439e#ddominguez,36988
xwheeler,FOLLOWS,cooperrachel,36989
2870q2,ASKED_IN,2870,36990
blewis,GOES_TO,1723,36991
edward03,PRESENTS,2859,36992
bankstyrone,GOES_TO,157,36993
melodybuckley,GOES_TO,2116,36994
384,IN_TYPE,Workshop,36995
robertalexander,GETS,1310e#robertalexander,36996
358,GIVES,358e#delacruzjustin,36997
karen37,GOES_TO,2437,36998
55,GIVES,55e#turnerjonathan,36999
rochoa,GETS,2584e#rochoa,37000
alexanderkendra,GETS,470e#alexanderkendra,37001
527,GIVES,527e#christine36,37002
cynthia00,GOES_TO,193,37003
leonard78,GOES_TO,358,37004
epeterson,GETS,2187e#epeterson,37005
joseph95,GOES_TO,176,37006
360,GIVES,360e#xjones,37007
jason41,GOES_TO,1058,37008
kday,GOES_TO,1881,37009
1733,GIVES,1733e#tylertodd,37010
oharris,FOLLOWS,john65,37011
2352,GIVES,2352e#cwilson,37012
anna74,GOES_TO,2977,37013
2267,GIVES,2267e#james75,37014
2633,GIVES,2633e#ogordon,37015
1656,GIVES,1656e#nicolegonzalez,37016
jtorres,GOES_TO,1879,37017
murraylauren,GOES_TO,846,37018
2369q4,ASKED_IN,2369,37019
922,GIVES,922e#michaelmorgan,37020
625,GIVES,625e#charlesgoodwin,37021
mmoore,FOLLOWS,kristenbrown,37022
barkercheryl,GETS,1467e#barkercheryl,37023
zguerrero,GETS,1450e#zguerrero,37024
ann45,FOLLOWS,rmiller,37025
1970,GIVES,1970e#loriallen,37026
223q2,ASKED_IN,223,37027
hoffmanallison,GOES_TO,2241,37028
1081,GIVES,1081e#peckjohn,37029
1881,GIVES,1881e#brownmichael,37030
fernandeztammy,GETS,2031e#fernandeztammy,37031
926q3,ASKED_IN,926,37032
mikayla35,GETS,815e#mikayla35,37033
griffintyler,FOLLOWS,timothy96,37034
monicawheeler,GOES_TO,1394,37035
daniel72,GOES_TO,1,37036
woodbrandon,GETS,120e#woodbrandon,37037
bbrown,FOLLOWS,katherinegarrison,37038
1295,GIVES,1295e#patriciahernandez,37039
garywhite,GOES_TO,519,37040
mhanson,GETS,2595e#mhanson,37041
angelasantos,FOLLOWS,devinjones,37042
uvaldez,GETS,2677e#uvaldez,37043
bellelizabeth,GETS,707e#bellelizabeth,37044
sarah98,FOLLOWS,chase81,37045
ryanwatkins,HOSTS,1292,37046
charles77,FOLLOWS,williamsalexander,37047
stephaniejennings,GETS,1478e#stephaniejennings,37048
darlenegardner,FOLLOWS,qandrade,37049
sandramitchell,GETS,1587e#sandramitchell,37050
lchavez,GETS,2058e#lchavez,37051
brandy45,FOLLOWS,mjohnson,37052
mitchelltara,PRESENTS,165,37053
lryan,GETS,577e#lryan,37054
2921,GIVES,2921e#suzannefoster,37055
wilsonluis,FOLLOWS,deborah87,37056
afuller,GOES_TO,334,37057
tami28,GOES_TO,6,37058
fordstephanie,FOLLOWS,bradleyconrad,37059
lisa31,GETS,1421e#lisa31,37060
torresdarrell,FOLLOWS,mharrison,37061
903,GIVES,903e#timothygray,37062
troyklein,GETS,131e#troyklein,37063
884,GIVES,884e#weavermichael,37064
860,GIVES,860e#christopher59,37065
969,GIVES,969e#barrettrichard,37066
350,GIVES,350e#isalazar,37067
jtorres,GETS,2754e#jtorres,37068
burnsregina,FOLLOWS,jon47,37069
brownnicholas,GETS,2245e#brownnicholas,37070
hwhite,GETS,1042e#hwhite,37071
dominic03,GOES_TO,963,37072
1079,GIVES,1079e#mallory44,37073
hickmannatalie,GETS,1197e#hickmannatalie,37074
robertalexander,GOES_TO,1304,37075
fsmith,GETS,1647e#fsmith,37076
moracraig,GOES_TO,2786,37077
reyespamela,GETS,2349e#reyespamela,37078
charlesvaldez,GOES_TO,1108,37079
christinaestrada,GETS,648e#christinaestrada,37080
707,GIVES,707e#shieldskeith,37081
1876,GIVES,1876e#troy17,37082
264,GIVES,264e#vanessa74,37083
2864,GIVES,2864e#hmartin,37084
rwhite,GOES_TO,1169,37085
gregorylin,GETS,1490e#gregorylin,37086
turnermelissa,FOLLOWS,angelanguyen,37087
1384,IN_TYPE,Masterclass,37088
michellerodriguez,GETS,1155e#michellerodriguez,37089
rharris,GOES_TO,449,37090
fwatson,GETS,2525e#fwatson,37091
1811,GIVES,1811e#brianna48,37092
reneecox,GETS,762e#reneecox,37093
2985,GIVES,2985e#shannon27,37094
731,GIVES,731e#charlesevans,37095
2648,GIVES,2648e#kevinbrown,37096
389q2,ASKED_IN,389,37097
ashleymorton,GOES_TO,869,37098
wooddavid,PRESENTS,496,37099
2284,GIVES,2284e#lwilliams,37100
larry96,GETS,1032e#larry96,37101
cbrown,GETS,383e#cbrown,37102
renee45,FOLLOWS,ronald14,37103
stoutjennifer,GOES_TO,2083,37104
ryanrobinson,GETS,2108e#ryanrobinson,37105
smithmanuel,GOES_TO,2749,37106
taylorherrera,GOES_TO,2856,37107
wdavidson,GOES_TO,392,37108
thomasdonald,GETS,2908e#thomasdonald,37109
1060,GIVES,1060e#amberpoole,37110
william68,GOES_TO,1382,37111
allison93,FOLLOWS,paul97,37112
davidgriffin,GOES_TO,2445,37113
christopherholt,GETS,102e#christopherholt,37114
morganstacy,PRESENTS,1891,37115
potterpeter,GOES_TO,1524,37116
2831,GIVES,2831e#samanthalopez,37117
rossrachel,GOES_TO,2982,37118
1489,GIVES,1489e#nicolecollins,37119
stephen36,GOES_TO,2457,37120
cgutierrez,GOES_TO,714,37121
rivasjason,GOES_TO,2153,37122
daviskimberly,GOES_TO,92,37123
egarcia,PRESENTS,981,37124
macevedo,GOES_TO,2125,37125
woodsgeorge,GOES_TO,445,37126
484,GIVES,484e#gregory33,37127
baldwinchristopher,GOES_TO,2815,37128
599,GIVES,599e#woodmelissa,37129
ihamilton,FOLLOWS,pennywhitaker,37130
2364,GIVES,2364e#normanchristina,37131
stanleyalexandra,GETS,282e#stanleyalexandra,37132
dmay,GETS,1408e#dmay,37133
anthony16,GOES_TO,2336,37134
felicia77,GETS,2602e#felicia77,37135
1400,GIVES,1400e#wilkersoncatherine,37136
607,GIVES,607e#breannahicks,37137
woodvictoria,GOES_TO,959,37138
briannapeterson,FOLLOWS,jamesgonzales,37139
vhenderson,GOES_TO,2126,37140
659,GIVES,659e#lori91,37141
tylerglenn,GOES_TO,481,37142
joseph79,FOLLOWS,aguirrekevin,37143
zporter,FOLLOWS,mitchelljimmy,37144
craigjohn,GETS,2695e#craigjohn,37145
christopherrussell,GETS,2970e#christopherrussell,37146
ycarpenter,FOLLOWS,stevenjones,37147
mstevens,GOES_TO,251,37148
sara91,GETS,2698e#sara91,37149
2690,GIVES,2690e#paul34,37150
kathryn52,GETS,2820e#kathryn52,37151
jamie25,GETS,411e#jamie25,37152
464,GIVES,464e#renee45,37153
jessegreene,FOLLOWS,cartermichael,37154
hsingh,GOES_TO,828,37155
ssellers,GETS,2686e#ssellers,37156
upoole,GOES_TO,2690,37157
derrick23,FOLLOWS,wardjessica,37158
allison47,GOES_TO,1207,37159
2110,GIVES,2110e#ztorres,37160
melissa10,PRESENTS,304,37161
2962,GIVES,2962e#kellysoto,37162
fclark,GETS,1235e#fclark,37163
mariaball,GOES_TO,1768,37164
1079,GIVES,1079e#fmeyer,37165
stevenmay,FOLLOWS,greerdavid,37166
wfuller,GOES_TO,1646,37167
124,GIVES,124e#lopezdustin,37168
2551q1,ASKED_IN,2551,37169
1435q4,ASKED_IN,1435,37170
aguirreterri,GOES_TO,2573,37171
acowan,FOLLOWS,elizabethskinner,37172
796,GIVES,796e#michelle03,37173
212,GIVES,212e#frivera,37174
davidburns,GETS,2805e#davidburns,37175
rebecca51,GOES_TO,712,37176
stevensamy,GOES_TO,2171,37177
154,GIVES,154e#andreasimpson,37178
lauraevans,GOES_TO,857,37179
253,GIVES,253e#pamelacampbell,37180
683,GIVES,683e#jerryallen,37181
johnsonheather,FOLLOWS,vhines,37182
pbrown,GOES_TO,1994,37183
fsmith,FOLLOWS,thomashudson,37184
25,GIVES,25e#jameszimmerman,37185
nicole50,GOES_TO,1135,37186
gmorrison,GETS,2184e#gmorrison,37187
hicksdale,GOES_TO,247,37188
emily68,GOES_TO,819,37189
johnsonjanet,GETS,2792e#johnsonjanet,37190
kkennedy,GETS,2909e#kkennedy,37191
599,GIVES,599e#anthonymarquez,37192
robertwilson,GOES_TO,2372,37193
fwilson,GETS,2128e#fwilson,37194
julie51,GETS,461e#julie51,37195
hshaw,FOLLOWS,davidlopez,37196
twood,GETS,2115e#twood,37197
gregorylaura,GOES_TO,2131,37198
gentryclarence,FOLLOWS,tinasmith,37199
olivia61,GOES_TO,1390,37200
1683,GIVES,1683e#tonya26,37201
1655,GIVES,1655e#valeriemoreno,37202
jeanetteflores,PRESENTS,2705,37203
stephanie67,GOES_TO,751,37204
2257,GIVES,2257e#barry84,37205
2636,GIVES,2636e#wrocha,37206
brooksalexander,FOLLOWS,kaguilar,37207
gstevens,FOLLOWS,vasquezjennifer,37208
gibsontimothy,FOLLOWS,lisajefferson,37209
areed,GETS,2409e#areed,37210
lauradalton,GOES_TO,1531,37211
donnahowell,HOSTS,1313,37212
2044,GIVES,2044e#rnelson,37213
cdavis,GOES_TO,1375,37214
476,GIVES,476e#nicholaskoch,37215
marycrosby,GOES_TO,97,37216
georgefoster,GETS,2378e#georgefoster,37217
pgreene,FOLLOWS,marshallshannon,37218
mayorebecca,GOES_TO,1074,37219
erin41,GETS,2282e#erin41,37220
joshuaschaefer,GOES_TO,1670,37221
blee,GOES_TO,34,37222
cassandrapatterson,GOES_TO,1152,37223
1345,GIVES,1345e#carloswalters,37224
hamiltongordon,GOES_TO,293,37225
patricia52,FOLLOWS,charlesthomas,37226
roydavis,GOES_TO,2599,37227
2327,GIVES,2327e#smithchristopher,37228
flemingkimberly,FOLLOWS,williamsalexander,37229
1662,GIVES,1662e#taylorherrera,37230
nbrown,GETS,2070e#nbrown,37231
browndaniel,PRESENTS,1930,37232
victor23,GOES_TO,1291,37233
jameswilliams,GETS,1826e#jameswilliams,37234
starklouis,GOES_TO,858,37235
ibutler,GETS,47e#ibutler,37236
chansen,GOES_TO,1591,37237
103,GIVES,103e#clairedavidson,37238
jeff32,GOES_TO,1412,37239
william59,FOLLOWS,lindatorres,37240
joangonzalez,GETS,1319e#joangonzalez,37241
charles26,FOLLOWS,ashleyjohnson,37242
patrickrobertson,GOES_TO,494,37243
1250,GIVES,1250e#justin39,37244
goodwinjulie,GOES_TO,1630,37245
1767,GIVES,1767e#santosjamie,37246
143,GIVES,143e#lwilliams,37247
2306,GIVES,2306e#michellelopez,37248
2311,GIVES,2311e#brandon45,37249
rachel84,GOES_TO,852,37250
katherine59,PRESENTS,2556,37251
donnahill,GOES_TO,2642,37252
sherry76,FOLLOWS,brady53,37253
walter91,GOES_TO,2378,37254
2889,GIVES,2889e#chadjohnson,37255
lewislarry,FOLLOWS,brandimoore,37256
mscott,GETS,2855e#mscott,37257
melissa23,GETS,1246e#melissa23,37258
sjensen,GOES_TO,2118,37259
qhall,GOES_TO,2715,37260
scottcandace,GETS,1024e#scottcandace,37261
2648,GIVES,2648e#ythomas,37262
banksamber,GETS,2651e#banksamber,37263
dayerin,GETS,7e#dayerin,37264
brandon98,GETS,504e#brandon98,37265
katiewaters,FOLLOWS,ashleyjohnson,37266
danielward,PRESENTS,2831,37267
ycarpenter,GOES_TO,888,37268
greenelindsey,GETS,2520e#greenelindsey,37269
henrygeorge,GOES_TO,916,37270
1996,GIVES,1996e#carolinewright,37271
michaeldonaldson,GETS,771e#michaeldonaldson,37272
vperkins,GOES_TO,367,37273
2722,GIVES,2722e#shawtonya,37274
hilllori,GETS,714e#hilllori,37275
2247q4,ASKED_IN,2247,37276
dianapowers,GETS,2733e#dianapowers,37277
deancarmen,GETS,1066e#deancarmen,37278
erikajordan,FOLLOWS,andreaadams,37279
1805,GIVES,1805e#ray51,37280
1854,GIVES,1854e#hayestonya,37281
tannergardner,FOLLOWS,brendacampos,37282
charles07,PRESENTS,1685,37283
kristinakeller,FOLLOWS,patrickgarcia,37284
rodney09,GETS,1504e#rodney09,37285
jonathon88,GETS,2692e#jonathon88,37286
david43,FOLLOWS,xlane,37287
amyglenn,GOES_TO,2550,37288
josephzachary,GOES_TO,444,37289
1659,GIVES,1659e#kwilliams,37290
jenniferwilliams,GETS,2589e#jenniferwilliams,37291
gonzalesandrew,GETS,231e#gonzalesandrew,37292
graycurtis,GETS,2180e#graycurtis,37293
kshaw,GETS,2623e#kshaw,37294
derrick17,GETS,2708e#derrick17,37295
gabrielhendricks,GOES_TO,803,37296
thomas59,FOLLOWS,jason63,37297
1132,GIVES,1132e#batesjoshua,37298
frankeric,GETS,1428e#frankeric,37299
rioskatherine,GOES_TO,1043,37300
smithlisa,GETS,2680e#smithlisa,37301
aflores,GOES_TO,1636,37302
oliviali,GETS,343e#oliviali,37303
dianemitchell,PRESENTS,2517,37304
iwhite,GOES_TO,2509,37305
cory21,PRESENTS,2584,37306
ashleydavis,GETS,1864e#ashleydavis,37307
ghall,FOLLOWS,anna33,37308
1576,GIVES,1576e#karen56,37309
bookerlisa,GOES_TO,1615,37310
1596,GIVES,1596e#jenniferthomas,37311
timothy69,FOLLOWS,freddurham,37312
221,GIVES,221e#weavermichael,37313
2866,GIVES,2866e#goodwinwendy,37314
fernando05,GETS,1821e#fernando05,37315
sgilbert,GOES_TO,1475,37316
melanie42,GOES_TO,1419,37317
dannymoyer,GOES_TO,2460,37318
hayesjill,GOES_TO,2233,37319
robertsummers,FOLLOWS,evelyn91,37320
435,GIVES,435e#christophermarquez,37321
vwilson,FOLLOWS,zunigamatthew,37322
brooksamy,GOES_TO,303,37323
493,GIVES,493e#pricekaren,37324
crush,FOLLOWS,youngcynthia,37325
blairrichard,GOES_TO,1575,37326
uwilliams,FOLLOWS,katherinegarrison,37327
yperez,PRESENTS,2719,37328
2860,GIVES,2860e#xlawrence,37329
2681,GIVES,2681e#tyoung,37330
1458,GIVES,1458e#curtiscoleman,37331
comptonamber,GOES_TO,2374,37332
katiehubbard,GETS,361e#katiehubbard,37333
baxterjustin,GETS,773e#baxterjustin,37334
samantha78,GETS,505e#samantha78,37335
736q1,ASKED_IN,736,37336
hunter21,GETS,1297e#hunter21,37337
brianortiz,GETS,750e#brianortiz,37338
cdougherty,GETS,2053e#cdougherty,37339
dnelson,FOLLOWS,jon47,37340
reesematthew,PRESENTS,1655,37341
896,GIVES,896e#rodriguezgregory,37342
umontgomery,GETS,2939e#umontgomery,37343
crawforddeborah,GOES_TO,2204,37344
alexishopkins,GETS,166e#alexishopkins,37345
lisa15,GOES_TO,1528,37346
177,GIVES,177e#jenniferhunt,37347
1924,GIVES,1924e#laura66,37348
tammyacosta,GETS,1652e#tammyacosta,37349
755,GIVES,755e#kimberly21,37350
brooksmelinda,GETS,1856e#brooksmelinda,37351
caroline76,GETS,890e#caroline76,37352
robertcordova,FOLLOWS,susan06,37353
2461,GIVES,2461e#sbryant,37354
896q1,ASKED_IN,896,37355
855,GIVES,855e#trodriguez,37356
yvonne01,GOES_TO,1497,37357
brettparker,GETS,2443e#brettparker,37358
blake03,GETS,2956e#blake03,37359
hardyrobert,GETS,239e#hardyrobert,37360
2173,GIVES,2173e#krauseseth,37361
lduffy,FOLLOWS,jesus51,37362
scottsteven,GETS,30e#scottsteven,37363
kurt92,GOES_TO,2926,37364
andre24,GOES_TO,2016,37365
4,GIVES,4e#zwilliams,37366
tcampos,PRESENTS,1154,37367
schmidtjocelyn,GETS,1093e#schmidtjocelyn,37368
554,IN_TYPE,Workshop,37369
2260,GIVES,2260e#katrina55,37370
1468,GIVES,1468e#amber56,37371
franciscosmith,FOLLOWS,udavis,37372
gabrielmorgan,GOES_TO,1553,37373
joshuahubbard,GETS,1954e#joshuahubbard,37374
1978,GIVES,1978e#lbowen,37375
2999,GIVES,2999e#shelleyroman,37376
216,IN_TYPE,Masterclass,37377
2854,GIVES,2854e#john21,37378
keithsnyder,GETS,1004e#keithsnyder,37379
dustin05,FOLLOWS,nataliewatson,37380
victorferguson,GOES_TO,813,37381
johnsontonya,PRESENTS,749,37382
maurice07,GOES_TO,1821,37383
eswanson,FOLLOWS,chavezjennifer,37384
william52,GOES_TO,1949,37385
2265,IN_TYPE,Workshop,37386
jordankaren,FOLLOWS,natalie81,37387
adamsbarbara,GOES_TO,2698,37388
1029,GIVES,1029e#richard01,37389
rstewart,PRESENTS,1767,37390
sharonzhang,FOLLOWS,vasquezjennifer,37391
2013,IN_TYPE,Debate,37392
1564,GIVES,1564e#gabrielpetersen,37393
renee84,GETS,1668e#renee84,37394
dannywilliams,GETS,2151e#dannywilliams,37395
joanne73,FOLLOWS,grahamkimberly,37396
mckeemaxwell,PRESENTS,442,37397
mark65,GETS,1224e#mark65,37398
769,GIVES,769e#jessica97,37399
1728,GIVES,1728e#ericgolden,37400
amber61,GOES_TO,2293,37401
uhughes,GOES_TO,2900,37402
waguilar,GETS,789e#waguilar,37403
michaela99,GETS,617e#michaela99,37404
lryan,GETS,551e#lryan,37405
lauren54,GETS,1618e#lauren54,37406
1195q3,ASKED_IN,1195,37407
taramoore,GOES_TO,1765,37408
bweber,GETS,2883e#bweber,37409
822,GIVES,822e#fisherhaley,37410
2336,GIVES,2336e#leonmichael,37411
548,GIVES,548e#sheri27,37412
832q2,ASKED_IN,832,37413
juliajones,GOES_TO,2819,37414
xwebb,GOES_TO,1084,37415
tthompson,GOES_TO,1520,37416
dana66,GETS,688e#dana66,37417
cookrebecca,FOLLOWS,connortorres,37418
kochjack,GOES_TO,1303,37419
brownjillian,FOLLOWS,nsutton,37420
acostajessica,GETS,1037e#acostajessica,37421
ymartin,GETS,2013e#ymartin,37422
dannyolson,FOLLOWS,cgilbert,37423
ashley11,GOES_TO,54,37424
nicholas32,GOES_TO,2787,37425
sarahlopez,FOLLOWS,jasmine97,37426
michaelburgess,GETS,1692e#michaelburgess,37427
xthompson,GETS,748e#xthompson,37428
600,GIVES,600e#ttucker,37429
breanna38,GETS,2328e#breanna38,37430
2047,GIVES,2047e#graykimberly,37431
molly37,GETS,2549e#molly37,37432
2979q4,ASKED_IN,2979,37433
sarahlopez,GOES_TO,2284,37434
1957q3,ASKED_IN,1957,37435
shortsteven,GOES_TO,1341,37436
meganrobinson,GOES_TO,887,37437
dbarker,GOES_TO,811,37438
479,GIVES,479e#klowe,37439
1362,GIVES,1362e#mark70,37440
lthompson,GOES_TO,2738,37441
2455,GIVES,2455e#smithjoshua,37442
yarnold,GETS,1330e#yarnold,37443
1787,GIVES,1787e#nbrown,37444
jmoran,GOES_TO,1645,37445
390,GIVES,390e#yreid,37446
trichardson,FOLLOWS,karahahn,37447
robinsonrobert,FOLLOWS,bbowen,37448
2569,GIVES,2569e#david90,37449
knunez,FOLLOWS,mejiamakayla,37450
usmith,FOLLOWS,justin72,37451
1585,GIVES,1585e#knightryan,37452
nthomas,GOES_TO,1834,37453
712q2,ASKED_IN,712,37454
