event_id,name,description_about,topics_covered,materials_to_bring,start,end,building_and_room,company,speakers_instructors
1774,Event 1774,Run position lawyer kitchen nearly behavior. Film use right choose. Travel church simple ok.,"['Genetics', 'Machine Learning']","['soldier', 'music', 'project']",2024/10/12T00:30,2024/10/12T01:30,"120 Jeremy Lake
Lake Ashlee, UT 30476","Marquez, Diaz and Lawrence",['michaelcox']
1775,Event 1775,"Religious center simple get. Your you all deep.
Technology hear money avoid. Put none year knowledge end despite beat rich. Bill out sit draw place according page.","['Aerospace medicine', 'Neuroscience', 'Genetics', 'Machine Learning', '3D Printing']","['analysis', 'office', 'brother']",2024/10/11T12:30,2024/10/11T13:30,"7618 Angela Island
East Jessicatown, PA 83046","Peterson, Wilcox and Ward",['christophersparks']
1776,Event 1776,Board including court whatever position. Food memory manager write too watch face I.,"['Bionic systems', 'Neuroscience', 'Psychiatry']","['why', 'general', 'floor']",2024/10/11T14:00,2024/10/11T16:00,"27979 Stacy Pine Apt. 569
South Christine, AZ 09827","Kidd, Kim and Goodwin","['jenniferpayne', 'saundersjohn', 'jeffrey04']"
1777,Event 1777,Mr clearly station much him. Class culture key might space over. Total herself tend what.,"['Nuclear medicine', 'Epidemics', 'Ethics', 'Artificial reality', 'Data science']","['election', 'their', 'authority']",2024/10/13T13:00,2024/10/13T15:00,"71097 Miller Knolls Apt. 174
North Jenniferhaven, FL 46534",Flores Ltd,"['dannywilliams', 'ryan87', 'timothy42']"
1778,Event 1778,Hour window until detail. Really future again side think suggest event itself. Expert far southern shake service increase. Thus draw mean student ago wife.,"['Biomaterials', 'Dentistry', 'Biosignals', 'Genetics']","['even', 'senior', 'kid']",2024/10/11T17:00,2024/10/11T19:00,"402 Jacobs Gardens
Belltown, CA 92614","Baker, Dunn and Mata",['loricarlson']
1779,Event 1779,"Kitchen season task. Almost none trouble none around season above six.
Radio provide letter coach. Table require long impact.","['Biosignals', 'Data science', '3D Modelling', 'Artificial Intelligence', 'Psychiatry']","['wrong', 'kind', 'century']",2024/10/12T20:00,2024/10/12T21:00,"PSC 8441, Box 4494
APO AE 06243","Avila, Foster and Pollard",['ndennis']
1780,Event 1780,Significant include man suffer office figure thus question. Argue citizen season stop game.,"['Surgery', 'Hardware & robotics', '3D Modelling', 'Bionic systems', 'Data modelling']","['along', 'benefit', 'with']",2024/10/09T10:30,2024/10/09T12:30,"7443 Horn Landing
Schmidtton, NV 45820",Hudson-Morgan,"['ryancaitlin', 'eric96']"
1781,Event 1781,"Mrs live carry worry ball fine administration. Either charge play PM and short successful.
Do bank sit alone decision thus address. Detail account image weight himself.
Energy main hard per.","['Scientific writing', 'Data modelling', '3D Printing', 'Integrative medicine', 'Nuclear medicine']","['you', 'same', 'space']",2024/10/13T02:30,2024/10/13T03:30,"0404 Ortiz Isle
New Vincentfort, AZ 84772","Murphy, Cochran and Williams","['lthompson', 'vwilson', 'jacksondennis', 'reneefox', 'egarcia']"
1782,Event 1782,"Join five them possible organization catch than. Order including laugh help.
What sell goal time. War bar billion at in forward what.","['Surgery', 'Artificial reality', 'Ethics', 'Telecommunications', 'Psychiatry']","['science', 'return', 'wrong']",2024/10/11T14:00,2024/10/11T16:00,"54923 Lauren Brooks Apt. 777
East Elaineland, WI 48040","Gonzalez, Hughes and Wilson","['jason07', 'laurenwilliams', 'gabrielwilliams']"
1783,Event 1783,Within camera group politics. Here administration hair choose actually edge north. Involve simply provide simple yard claim.,['Biomaterials'],"['smile', 'camera', 'song']",2024/10/13T10:00,2024/10/13T11:00,"7075 Johnson Drives
Victorbury, PW 22476",Johnston-Preston,['sweeneyian']
1784,Event 1784,"Story teacher whole stop. Become time role whatever. Pretty laugh loss close.
Manager evening eye news short. Office end free its maintain.","['Biomedical imaging', '3D Printing', 'Surgery']","['else', 'charge', 'art']",2024/10/14T02:00,2024/10/14T04:00,"0778 Anderson Loaf
West Michaelville, IN 57680",Wilson Ltd,"['yjones', 'jeff41']"
1785,Event 1785,"Foot production hundred energy sport learn land. Add popular key defense pick about join. High property consider position.
Relate player article miss member least huge.","['Genetics', 'Telecommunications', 'Virtual reality', 'Hardware & robotics', 'Psychiatry']","['deal', 'yes', 'process']",2024/10/12T14:30,2024/10/12T16:30,"6810 Mark Stream Apt. 920
Williamsonton, NE 31954","Harris, Kline and Johnson",['changkristen']
1786,Event 1786,What face people exactly four when. Eight attorney street later. Arrive front ahead and.,['Artificial reality'],"['bill', 'year', 'sort']",2024/10/14T06:30,2024/10/14T07:30,"PSC 9202, Box 4264
APO AP 43799",Campbell Inc,['carrie02']
1787,Event 1787,Pm everybody guess arrive process. Exist process ability whom huge not simple. Window along turn painting thus or between.,"['Epidemics', 'Telecommunications', 'Bionic systems']","['kid', 'dark', 'ask']",2024/10/10T11:00,2024/10/10T13:00,"392 Paul Lane
Mitchellland, MT 11611","Hamilton, Duran and Jordan","['psmith', 'tylerarnold', 'smithjoseph', 'jonathan22', 'rebeccapearson']"
1788,Event 1788,"Risk coach purpose Republican. Weight voice little set nothing have stop.
Capital hotel ever. Claim suggest story.","['Telecommunications', 'Artificial reality']","['guess', 'hard', 'support']",2024/10/14T07:30,2024/10/14T08:30,"22118 Christopher Squares
West Nicholasmouth, OH 78623",Jones-Steele,"['qgordon', 'jennifer54']"
1789,Event 1789,"Marriage consider sort fine. Civil everything matter particular affect pick its give.
Industry detail several visit. Debate my become without.
Vote political foot wife blue.","['Ethics', 'Biosignals', '3D Printing', 'Virtual reality']","['government', 'appear', 'almost']",2024/10/13T15:30,2024/10/13T16:30,"531 Shaw Crescent
Larsenstad, ND 80214",Stephenson Group,['bishoplindsay']
1790,Event 1790,Letter similar bad traditional six reach among hold. Blue site what enough.,"['Integrative medicine', 'Cleantech']","['case', 'drive', 'strategy']",2024/10/10T04:00,2024/10/10T05:00,"41718 Timothy Fork
Williamsberg, MO 13428","Shannon, Chan and Montoya","['michelleward', 'vho', 'danielsutton', 'camposrichard', 'patrickreynolds']"
1791,Event 1791,"Fill father television community away feeling result. Then beyond material ground more here task.
Beautiful form base common its account. Argue join book radio human end we.",['Psychiatry'],"['need', 'thought', 'act']",2024/10/11T17:30,2024/10/11T19:30,"8142 John Alley
Lake Justin, MO 02456",Davidson and Sons,"['matthewsnicole', 'buckmarcus', 'kcraig', 'palmerkevin', 'hmartinez']"
1792,Event 1792,Food report would spend everyone crime. Hold kind himself. Agreement like management investment kid.,"['Cell & Tissue Engineering', 'Artificial Intelligence']","['inside', 'main', 'nation']",2024/10/10T13:00,2024/10/10T15:00,"6464 Edwards Spur
North Ian, PW 12138","Hogan, West and Chavez","['webbamanda', 'jeffrey96', 'dannyolson', 'lesliewolfe', 'baxterjustin']"
1793,Event 1793,"Conference how person. Girl material technology order great.
School total boy choice physical. Require hot rate. Artist power several speak baby firm parent.","['Bionic systems', '3D Modelling', 'Hardware & robotics']","['leg', 'policy', 'development']",2024/10/12T17:30,2024/10/12T18:30,"9005 Lozano Street
Lake John, NV 19564","Callahan, Davis and Williams","['tjones', 'jeffreyrobbins']"
1794,Event 1794,"Ask send employee personal anyone or ready. Meeting fine herself.
Identify consider performance. Magazine standard true another thought discuss. Star yard group our class start blue perhaps.","['Neuroscience', 'Epidemics', 'Data science', 'Integrative medicine', 'Telecommunications']","['mean', 'machine', 'read']",2024/10/14T01:30,2024/10/14T02:30,"534 Wilson Burg Apt. 260
Powellstad, FL 30704","Ford, Jacobson and Davis","['robertssamantha', 'kevin86']"
1795,Event 1795,"Firm product game shake church out. Toward race amount alone child. Teach manage authority.
Thus today we listen kitchen carry. Realize his begin century.","['Cell & Tissue Engineering', 'Genetics', 'Bionic systems', 'Surgery']","['series', 'agency', 'these']",2024/10/14T07:30,2024/10/14T09:30,"212 Baker Trafficway
West Erin, VA 74660",Higgins-Hines,"['millererin', 'heatherhenry', 'thomas00']"
1796,Event 1796,"Happy speech student action which civil pay. Land lose music exist professional teacher method. Important board crime in.
Grow attack inside up. Provide tell PM wait.","['Aerospace medicine', 'Biosignals', 'Ethics', 'Artificial reality']","['report', 'move', 'both']",2024/10/10T13:00,2024/10/10T15:00,"96377 John Shoal Suite 117
New Amyview, IL 50184",Hale-Mullen,['amanda50']
1797,Event 1797,"Future improve federal determine hold.
Participant actually after morning. Really before know tell build go drive. Center let political fill could kitchen film.
Suffer interest computer.","['Biomedical imaging', 'Artificial Intelligence', 'Bionic systems', 'Psychiatry', 'Machine Learning']","['reveal', 'moment', 'picture']",2024/10/12T17:00,2024/10/12T19:00,"815 Emily Isle
Jonathanstad, LA 06976",Sanchez-Miller,['kevinbartlett']
1798,Event 1798,"Water while safe inside. Professor offer gas into book including. Any him subject section scientist.
Teach fire call environment. Former support age two world show. Now bar situation order father.","['Hardware & robotics', 'Bionic systems', 'Biosignals', 'Biomaterials', 'Surgery']","['movement', 'win', 'nor']",2024/10/13T10:00,2024/10/13T12:00,"5692 Baker Station Apt. 934
South Jerryfurt, PR 11660",Malone Group,"['hpeters', 'hayley62', 'patrick23', 'michaelharris']"
1799,Event 1799,"Consumer significant present material. Pull ahead within itself media.
Treat without science talk national. Structure arrive two movie vote civil fast. Cost politics eye yeah raise.","['Neuroscience', 'Artificial reality', 'Hardware & robotics', 'Nuclear medicine']","['way', 'rule', 'study']",2024/10/10T07:30,2024/10/10T09:30,"437 Sarah Motorway
Port Thomasville, WA 99586","Bradshaw, George and Moreno","['tlang', 'bbrown', 'burkedebra', 'michaelgoodwin', 'perryrivera']"
1800,Event 1800,Provide civil one top age training without group. Light protect player item institution red worker note. Personal final sure develop television or.,"['Hardware & robotics', 'Artificial reality', 'Scientific writing']","['spring', 'any', 'responsibility']",2024/10/09T11:30,2024/10/09T12:30,"668 Alvarado Corners Apt. 252
New Randy, TN 98167",Figueroa Inc,"['penningtonjulie', 'elizabethsalazar', 'gatestrevor', 'harrisjennifer', 'bolsen']"
1801,Event 1801,Check first last house themselves. At six stuff guy. Well agreement focus successful practice case.,"['Hardware & robotics', 'Cleantech']","['treatment', 'plan', 'tree']",2024/10/10T01:00,2024/10/10T02:00,"USCGC Krause
FPO AE 46357",Armstrong and Sons,"['kking', 'igarcia', 'johnsandoval', 'bharrington']"
1802,Event 1802,"Card power happen forget blood teacher college. Four pretty road black.
Whole whether growth physical alone race eye. Rich ask scene note herself account. Manage rest hear build she however yard.","['Cleantech', 'Hardware & robotics', '3D Modelling']","['itself', 'much', 'her']",2024/10/11T04:30,2024/10/11T05:30,"24712 Harrison Land
Port Bethland, TX 24351","Park, Pope and Davis","['walkerriley', 'yhopkins']"
1803,Event 1803,"Remain recently run summer. Increase herself return purpose movie action color small. Candidate different order strategy foreign share address.
Family four west girl but.","['Data science', 'Telecommunications', 'Neuroscience', 'Cleantech', 'Aerospace medicine']","['dinner', 'night', 'season']",2024/10/10T22:00,2024/10/11T00:00,"701 Jones Bridge Apt. 319
West Ronald, KS 30553",Lewis-Arnold,"['vhanna', 'saranelson', 'ddavis', 'fdiaz']"
1804,Event 1804,"Tell whether and tax. Middle vote agent education newspaper.
Benefit analysis economy return challenge technology. When customer security seven successful fine hundred.","['Genetics', '3D Printing']","['mission', 'field', 'prove']",2024/10/14T08:30,2024/10/14T10:30,"USS Butler
FPO AA 88089","Liu, Harris and King","['nicole52', 'herrerawhitney', 'nhill', 'mlandry', 'rossmelissa']"
1805,Event 1805,"Paper never political save one my occur. Reason person lawyer total seat candidate.
Imagine tend available remember let. All center response he end protect. Thus away speak.","['Bionic systems', 'Neuroscience', 'Biosignals', 'Machine Learning', 'Artificial reality']","['story', 'industry', 'country']",2024/10/10T01:00,2024/10/10T02:00,"PSC 7155, Box 5661
APO AP 22882","Hardy, Miller and Jones","['bonniewilson', 'ericfowler', 'rodriguezrebecca', 'jesse46']"
1806,Event 1806,"Full continue us Congress song end my talk. Teach only speak employee believe. Behavior card future good movement indeed.
Determine clear upon spend. Home work every.",['3D Modelling'],"['local', 'history', 'then']",2024/10/10T21:30,2024/10/10T22:30,"0736 Lewis Wall
East David, MN 46209",Murray-Williams,"['wilkersoncatherine', 'jeff39', 'roberthartman']"
1807,Event 1807,"Fact best goal. Blue traditional issue back. Identify action who actually agreement crime around.
Color write least. Both ready size. College nor kid this weight.","['Psychiatry', 'Virtual reality']","['lead', 'technology', 'personal']",2024/10/12T17:30,2024/10/12T18:30,"8015 Gary Hollow
East Justinton, RI 62227",Smith and Sons,['tlloyd']
1808,Event 1808,Race provide consumer admit fall explain. Fire window mouth myself radio note. Past rest improve ask environmental how nation.,"['Psychiatry', 'Surgery', 'Virtual reality', '3D Printing']","['quite', 'author', 'her']",2024/10/13T09:30,2024/10/13T11:30,"8919 Debra Rest Suite 267
Joyville, TX 82798","Pruitt, Nelson and Freeman","['bryan40', 'christy58', 'jeremiahjones']"
1809,Event 1809,"Few spend first idea yard. Big shoulder office attention end story street. Bar someone court woman north even pay.
Determine call sport matter language phone respond. Whom tough else.","['Cell & Tissue Engineering', 'Cleantech', 'Aerospace medicine', 'Data modelling', 'Surgery']","['tax', 'discuss', 'final']",2024/10/12T02:30,2024/10/12T03:30,"3867 Smith Circle Apt. 151
West Emilymouth, NC 60478",Bennett-Hunter,"['bushbradley', 'vhenderson', 'uburton', 'john41', 'russellrojas']"
1810,Event 1810,"Owner field interview.
Card class camera we decade. Individual available run majority.","['Nuclear medicine', 'Biomaterials', 'Epidemics', 'Surgery']","['father', 'institution', 'recently']",2024/10/12T16:30,2024/10/12T17:30,"86321 Porter Avenue Apt. 867
South Michaelfort, KS 43644","Clark, Adams and Davis",['qperkins']
